shift_date,section,product,planned_units,cycle_time_seconds,shift_type,shift_start,shift_end
2024-08-20,Vorfertigung,Alle,3940,10,Nacht,22:00,06:00
2024-08-20,Montage C,C,1429,110,Früh,06:00,14:00
2024-08-20,Montage A,A,2183,120,Nacht,22:00,06:00
2024-08-20,Montage B,B,488,100,Früh,06:00,14:00
2024-08-21,Vorfertigung,Alle,4250,10,Früh,06:00,14:00
2024-08-21,Montage A,A,2150,120,Früh,06:00,14:00
2024-08-21,Montage B,B,1550,100,Spät,14:00,22:00
2024-08-21,Montage C,C,240,110,Früh,06:00,14:00
2024-08-22,Montage B,B,1031,100,Früh,06:00,14:00
2024-08-22,Vorfertigung,Alle,3830,10,Früh,06:00,14:00
2024-08-22,Montage A,A,2777,120,Nacht,22:00,06:00
2024-08-22,Montage C,C,442,110,Früh,06:00,14:00
2024-08-23,Vorfertigung,Alle,4330,10,Nacht,22:00,06:00
2024-08-23,Montage A,A,2910,120,Früh,06:00,14:00
2024-08-23,Montage B,B,201,100,Früh,06:00,14:00
2024-08-23,Montage C,C,719,110,Spät,14:00,22:00
2024-08-24,Montage A,A,3157,120,Nacht,22:00,06:00
2024-08-24,Montage C,C,1173,110,Früh,06:00,14:00
2024-08-24,Montage B,B,0,100,Nacht,22:00,06:00
2024-08-24,Vorfertigung,Alle,3970,10,Nacht,22:00,06:00
2024-08-25,Montage B,B,51,100,Spät,14:00,22:00
2024-08-25,Vorfertigung,Alle,3690,10,Spät,14:00,22:00
2024-08-25,Montage A,A,665,120,Spät,14:00,22:00
2024-08-25,Montage C,C,3254,110,Spät,14:00,22:00
2024-08-26,Montage C,C,1362,110,Spät,14:00,22:00
2024-08-26,Vorfertigung,Alle,4010,10,Spät,14:00,22:00
2024-08-26,Montage A,A,964,120,Spät,14:00,22:00
2024-08-26,Montage B,B,1364,100,Spät,14:00,22:00
2024-08-27,Vorfertigung,Alle,3850,10,Früh,06:00,14:00
2024-08-27,Montage C,C,3337,110,Nacht,22:00,06:00
2024-08-27,Montage B,B,4,100,Spät,14:00,22:00
2024-08-27,Montage A,A,669,120,Spät,14:00,22:00
2024-08-28,Vorfertigung,Alle,4160,10,Nacht,22:00,06:00
2024-08-28,Montage B,B,206,100,Früh,06:00,14:00
2024-08-28,Montage A,A,2762,120,Nacht,22:00,06:00
2024-08-28,Montage C,C,882,110,Nacht,22:00,06:00
2024-08-29,Vorfertigung,Alle,3860,10,Spät,14:00,22:00
2024-08-29,Montage A,A,1486,120,Nacht,22:00,06:00
2024-08-29,Montage B,B,2071,100,Nacht,22:00,06:00
2024-08-29,Montage C,C,603,110,Spät,14:00,22:00
2024-08-30,Montage A,A,696,120,Spät,14:00,22:00
2024-08-30,Montage B,B,759,100,Spät,14:00,22:00
2024-08-30,Vorfertigung,Alle,3910,10,Spät,14:00,22:00
2024-08-30,Montage C,C,2405,110,Nacht,22:00,06:00
2024-08-31,Montage A,A,2810,120,Nacht,22:00,06:00
2024-08-31,Montage B,B,332,100,Früh,06:00,14:00
2024-08-31,Vorfertigung,Alle,3620,10,Früh,06:00,14:00
2024-08-31,Montage C,C,768,110,Nacht,22:00,06:00
2024-09-01,Montage C,C,1860,110,Früh,06:00,14:00
2024-09-01,Montage B,B,729,100,Nacht,22:00,06:00
2024-09-01,Montage A,A,1031,120,Früh,06:00,14:00
2024-09-01,Vorfertigung,Alle,3910,10,Spät,14:00,22:00
2024-09-02,Montage C,C,1249,110,Früh,06:00,14:00
2024-09-02,Montage B,B,699,100,Spät,14:00,22:00
2024-09-02,Montage A,A,1962,120,Spät,14:00,22:00
2024-09-02,Vorfertigung,Alle,3520,10,Spät,14:00,22:00
2024-09-03,Montage C,C,1420,110,Spät,14:00,22:00
2024-09-03,Montage A,A,1953,120,Früh,06:00,14:00
2024-09-03,Montage B,B,147,100,Nacht,22:00,06:00
2024-09-03,Vorfertigung,Alle,3690,10,Spät,14:00,22:00
2024-09-04,Montage A,A,1553,120,Früh,06:00,14:00
2024-09-04,Montage C,C,1907,110,Spät,14:00,22:00
2024-09-04,Montage B,B,230,100,Früh,06:00,14:00
2024-09-04,Vorfertigung,Alle,4170,10,Früh,06:00,14:00
2024-09-05,Montage C,C,46,110,Früh,06:00,14:00
2024-09-05,Montage A,A,922,120,Nacht,22:00,06:00
2024-09-05,Montage B,B,3202,100,Früh,06:00,14:00
2024-09-05,Vorfertigung,Alle,4170,10,Früh,06:00,14:00
2024-09-06,Montage A,A,814,120,Nacht,22:00,06:00
2024-09-06,Montage B,B,2428,100,Nacht,22:00,06:00
2024-09-06,Montage C,C,928,110,Früh,06:00,14:00
2024-09-06,Vorfertigung,Alle,4110,10,Nacht,22:00,06:00
2024-09-07,Montage C,C,160,110,Spät,14:00,22:00
2024-09-07,Montage B,B,2100,100,Spät,14:00,22:00
2024-09-07,Montage A,A,1850,120,Nacht,22:00,06:00
2024-09-07,Vorfertigung,Alle,3830,10,Nacht,22:00,06:00
2024-09-08,Vorfertigung,Alle,4020,10,Früh,06:00,14:00
2024-09-08,Montage C,C,932,110,Nacht,22:00,06:00
2024-09-08,Montage A,A,1459,120,Früh,06:00,14:00
2024-09-08,Montage B,B,1439,100,Spät,14:00,22:00
2024-09-09,Montage B,B,1249,100,Nacht,22:00,06:00
2024-09-09,Montage C,C,849,110,Früh,06:00,14:00
2024-09-09,Vorfertigung,Alle,4030,10,Früh,06:00,14:00
2024-09-09,Montage A,A,1922,120,Spät,14:00,22:00
2024-09-10,Vorfertigung,Alle,3800,10,Nacht,22:00,06:00
2024-09-10,Montage C,C,2319,110,Spät,14:00,22:00
2024-09-10,Montage A,A,1145,120,Früh,06:00,14:00
2024-09-10,Montage B,B,566,100,Früh,06:00,14:00
2024-09-11,Montage C,C,1682,110,Nacht,22:00,06:00
2024-09-11,Vorfertigung,Alle,4340,10,Früh,06:00,14:00
2024-09-11,Montage B,B,1110,100,Nacht,22:00,06:00
2024-09-11,Montage A,A,1008,120,Spät,14:00,22:00
2024-09-12,Montage B,B,3271,100,Nacht,22:00,06:00
2024-09-12,Montage A,A,637,120,Nacht,22:00,06:00
2024-09-12,Montage C,C,432,110,Früh,06:00,14:00
2024-09-12,Vorfertigung,Alle,4220,10,Früh,06:00,14:00
2024-09-13,Montage B,B,369,100,Nacht,22:00,06:00
2024-09-13,Montage A,A,383,120,Früh,06:00,14:00
2024-09-13,Vorfertigung,Alle,4000,10,Früh,06:00,14:00
2024-09-13,Montage C,C,3468,110,Früh,06:00,14:00
2024-09-14,Montage A,A,1746,120,Nacht,22:00,06:00
2024-09-14,Vorfertigung,Alle,4060,10,Früh,06:00,14:00
2024-09-14,Montage B,B,1086,100,Nacht,22:00,06:00
2024-09-14,Montage C,C,1168,110,Früh,06:00,14:00
2024-09-15,Vorfertigung,Alle,4090,10,Spät,14:00,22:00
2024-09-15,Montage C,C,626,110,Früh,06:00,14:00
2024-09-15,Montage B,B,2681,100,Früh,06:00,14:00
2024-09-15,Montage A,A,753,120,Nacht,22:00,06:00
2024-09-16,Montage C,C,2869,110,Nacht,22:00,06:00
2024-09-16,Montage A,A,890,120,Früh,06:00,14:00
2024-09-16,Montage B,B,331,100,Spät,14:00,22:00
2024-09-16,Vorfertigung,Alle,3650,10,Früh,06:00,14:00
2024-09-17,Montage A,A,2635,120,Früh,06:00,14:00
2024-09-17,Vorfertigung,Alle,4010,10,Spät,14:00,22:00
2024-09-17,Montage C,C,51,110,Nacht,22:00,06:00
2024-09-17,Montage B,B,964,100,Früh,06:00,14:00
2024-09-18,Montage B,B,15,100,Nacht,22:00,06:00
2024-09-18,Montage A,A,2398,120,Nacht,22:00,06:00
2024-09-18,Vorfertigung,Alle,3930,10,Spät,14:00,22:00
2024-09-18,Montage C,C,1597,110,Spät,14:00,22:00
2024-09-19,Vorfertigung,Alle,3870,10,Nacht,22:00,06:00
2024-09-19,Montage A,A,3169,120,Früh,06:00,14:00
2024-09-19,Montage C,C,242,110,Nacht,22:00,06:00
2024-09-19,Montage B,B,519,100,Früh,06:00,14:00
2024-09-20,Montage B,B,1772,100,Früh,06:00,14:00
2024-09-20,Vorfertigung,Alle,4020,10,Spät,14:00,22:00
2024-09-20,Montage A,A,1273,120,Früh,06:00,14:00
2024-09-20,Montage C,C,825,110,Früh,06:00,14:00
2024-09-21,Montage A,A,3291,120,Nacht,22:00,06:00
2024-09-21,Montage B,B,51,100,Spät,14:00,22:00
2024-09-21,Vorfertigung,Alle,4430,10,Früh,06:00,14:00
2024-09-21,Montage C,C,678,110,Früh,06:00,14:00
2024-09-22,Vorfertigung,Alle,4210,10,Spät,14:00,22:00
2024-09-22,Montage A,A,1627,120,Nacht,22:00,06:00
2024-09-22,Montage B,B,2549,100,Spät,14:00,22:00
2024-09-22,Montage C,C,254,110,Spät,14:00,22:00
2024-09-23,Montage C,C,728,110,Früh,06:00,14:00
2024-09-23,Montage A,A,2322,120,Früh,06:00,14:00
2024-09-23,Montage B,B,1160,100,Nacht,22:00,06:00
2024-09-23,Vorfertigung,Alle,3970,10,Früh,06:00,14:00
2024-09-24,Montage C,C,293,110,Früh,06:00,14:00
2024-09-24,Montage A,A,242,120,Spät,14:00,22:00
2024-09-24,Montage B,B,3435,100,Früh,06:00,14:00
2024-09-24,Vorfertigung,Alle,4200,10,Nacht,22:00,06:00
2024-09-25,Montage C,C,3116,110,Spät,14:00,22:00
2024-09-25,Montage A,A,564,120,Nacht,22:00,06:00
2024-09-25,Montage B,B,520,100,Spät,14:00,22:00
2024-09-25,Vorfertigung,Alle,4370,10,Früh,06:00,14:00
2024-09-26,Montage A,A,1628,120,Spät,14:00,22:00
2024-09-26,Vorfertigung,Alle,4280,10,Spät,14:00,22:00
2024-09-26,Montage B,B,2322,100,Früh,06:00,14:00
2024-09-26,Montage C,C,420,110,Früh,06:00,14:00
2024-09-27,Vorfertigung,Alle,4110,10,Nacht,22:00,06:00
2024-09-27,Montage B,B,1003,100,Nacht,22:00,06:00
2024-09-27,Montage A,A,1161,120,Früh,06:00,14:00
2024-09-27,Montage C,C,2116,110,Früh,06:00,14:00
2024-09-28,Vorfertigung,Alle,3970,10,Früh,06:00,14:00
2024-09-28,Montage B,B,14,100,Spät,14:00,22:00
2024-09-28,Montage A,A,2779,120,Spät,14:00,22:00
2024-09-28,Montage C,C,1317,110,Spät,14:00,22:00
2024-09-29,Montage A,A,178,120,Früh,06:00,14:00
2024-09-29,Vorfertigung,Alle,4240,10,Nacht,22:00,06:00
2024-09-29,Montage B,B,2659,100,Früh,06:00,14:00
2024-09-29,Montage C,C,1133,110,Spät,14:00,22:00
2024-09-30,Vorfertigung,Alle,4190,10,Spät,14:00,22:00
2024-09-30,Montage A,A,877,120,Früh,06:00,14:00
2024-09-30,Montage C,C,2322,110,Früh,06:00,14:00
2024-09-30,Montage B,B,1041,100,Spät,14:00,22:00
2024-10-01,Montage C,C,968,110,Spät,14:00,22:00
2024-10-01,Vorfertigung,Alle,4290,10,Spät,14:00,22:00
2024-10-01,Montage A,A,759,120,Früh,06:00,14:00
2024-10-01,Montage B,B,2463,100,Spät,14:00,22:00
2024-10-02,Montage C,C,745,110,Spät,14:00,22:00
2024-10-02,Vorfertigung,Alle,4240,10,Nacht,22:00,06:00
2024-10-02,Montage A,A,156,120,Früh,06:00,14:00
2024-10-02,Montage B,B,3389,100,Nacht,22:00,06:00
2024-10-03,Montage A,A,1130,120,Nacht,22:00,06:00
2024-10-03,Montage C,C,805,110,Spät,14:00,22:00
2024-10-03,Vorfertigung,Alle,4330,10,Früh,06:00,14:00
2024-10-03,Montage B,B,2305,100,Spät,14:00,22:00
2024-10-04,Montage A,A,74,120,Früh,06:00,14:00
2024-10-04,Vorfertigung,Alle,4010,10,Nacht,22:00,06:00
2024-10-04,Montage B,B,593,100,Früh,06:00,14:00
2024-10-04,Montage C,C,3663,110,Spät,14:00,22:00
2024-10-05,Vorfertigung,Alle,4390,10,Spät,14:00,22:00
2024-10-05,Montage C,C,1278,110,Spät,14:00,22:00
2024-10-05,Montage A,A,1310,120,Früh,06:00,14:00
2024-10-05,Montage B,B,1422,100,Nacht,22:00,06:00
2024-10-06,Montage B,B,1104,100,Nacht,22:00,06:00
2024-10-06,Montage C,C,2833,110,Früh,06:00,14:00
2024-10-06,Vorfertigung,Alle,4170,10,Spät,14:00,22:00
2024-10-06,Montage A,A,453,120,Nacht,22:00,06:00
2024-10-07,Vorfertigung,Alle,4550,10,Spät,14:00,22:00
2024-10-07,Montage A,A,590,120,Früh,06:00,14:00
2024-10-07,Montage C,C,1784,110,Spät,14:00,22:00
2024-10-07,Montage B,B,1796,100,Nacht,22:00,06:00
2024-10-08,Montage C,C,70,110,Nacht,22:00,06:00
2024-10-08,Montage B,B,3917,100,Spät,14:00,22:00
2024-10-08,Montage A,A,563,120,Früh,06:00,14:00
2024-10-08,Vorfertigung,Alle,4000,10,Spät,14:00,22:00
2024-10-09,Vorfertigung,Alle,4490,10,Früh,06:00,14:00
2024-10-09,Montage A,A,656,120,Spät,14:00,22:00
2024-10-09,Montage B,B,177,100,Nacht,22:00,06:00
2024-10-09,Montage C,C,3167,110,Früh,06:00,14:00
2024-10-10,Montage B,B,1174,100,Früh,06:00,14:00
2024-10-10,Montage A,A,274,120,Früh,06:00,14:00
2024-10-10,Montage C,C,3042,110,Nacht,22:00,06:00
2024-10-10,Vorfertigung,Alle,4180,10,Spät,14:00,22:00
2024-10-11,Montage A,A,2322,120,Nacht,22:00,06:00
2024-10-11,Montage B,B,1047,100,Früh,06:00,14:00
2024-10-11,Vorfertigung,Alle,4020,10,Spät,14:00,22:00
2024-10-11,Montage C,C,811,110,Nacht,22:00,06:00
2024-10-12,Montage B,B,1182,100,Früh,06:00,14:00
2024-10-12,Montage A,A,1953,120,Früh,06:00,14:00
2024-10-12,Vorfertigung,Alle,4050,10,Nacht,22:00,06:00
2024-10-12,Montage C,C,885,110,Nacht,22:00,06:00
2024-10-13,Montage A,A,2037,120,Nacht,22:00,06:00
2024-10-13,Vorfertigung,Alle,4090,10,Früh,06:00,14:00
2024-10-13,Montage B,B,966,100,Nacht,22:00,06:00
2024-10-13,Montage C,C,1047,110,Früh,06:00,14:00
2024-10-14,Vorfertigung,Alle,4240,10,Nacht,22:00,06:00
2024-10-14,Montage A,A,802,120,Früh,06:00,14:00
2024-10-14,Montage B,B,2594,100,Früh,06:00,14:00
2024-10-14,Montage C,C,694,110,Spät,14:00,22:00
2024-10-15,Montage A,A,106,120,Nacht,22:00,06:00
2024-10-15,Montage B,B,105,100,Nacht,22:00,06:00
2024-10-15,Vorfertigung,Alle,4270,10,Früh,06:00,14:00
2024-10-15,Montage C,C,4029,110,Früh,06:00,14:00
2024-10-16,Montage A,A,1105,120,Früh,06:00,14:00
2024-10-16,Montage C,C,2862,110,Spät,14:00,22:00
2024-10-16,Vorfertigung,Alle,4050,10,Spät,14:00,22:00
2024-10-16,Montage B,B,303,100,Früh,06:00,14:00
2024-10-17,Montage A,A,1696,120,Nacht,22:00,06:00
2024-10-17,Vorfertigung,Alle,4160,10,Nacht,22:00,06:00
2024-10-17,Montage C,C,540,110,Spät,14:00,22:00
2024-10-17,Montage B,B,1814,100,Spät,14:00,22:00
2024-10-18,Montage C,C,329,110,Früh,06:00,14:00
2024-10-18,Montage A,A,17,120,Nacht,22:00,06:00
2024-10-18,Vorfertigung,Alle,4600,10,Früh,06:00,14:00
2024-10-18,Montage B,B,3814,100,Spät,14:00,22:00
2024-10-19,Montage A,A,1573,120,Nacht,22:00,06:00
2024-10-19,Vorfertigung,Alle,4520,10,Nacht,22:00,06:00
2024-10-19,Montage C,C,1315,110,Spät,14:00,22:00
2024-10-19,Montage B,B,1712,100,Früh,06:00,14:00
2024-10-20,Vorfertigung,Alle,4270,10,Früh,06:00,14:00
2024-10-20,Montage C,C,2569,110,Nacht,22:00,06:00
2024-10-20,Montage A,A,1059,120,Spät,14:00,22:00
2024-10-20,Montage B,B,892,100,Nacht,22:00,06:00
2024-10-21,Montage C,C,95,110,Spät,14:00,22:00
2024-10-21,Vorfertigung,Alle,4190,10,Früh,06:00,14:00
2024-10-21,Montage A,A,1698,120,Spät,14:00,22:00
2024-10-21,Montage B,B,2477,100,Früh,06:00,14:00
2024-10-22,Montage C,C,1271,110,Spät,14:00,22:00
2024-10-22,Montage B,B,2759,100,Nacht,22:00,06:00
2024-10-22,Vorfertigung,Alle,4210,10,Früh,06:00,14:00
2024-10-22,Montage A,A,160,120,Nacht,22:00,06:00
2024-10-23,Montage A,A,2772,120,Nacht,22:00,06:00
2024-10-23,Vorfertigung,Alle,4310,10,Früh,06:00,14:00
2024-10-23,Montage C,C,1145,110,Früh,06:00,14:00
2024-10-23,Montage B,B,293,100,Nacht,22:00,06:00
2024-10-24,Montage C,C,787,110,Nacht,22:00,06:00
2024-10-24,Montage A,A,1813,120,Nacht,22:00,06:00
2024-10-24,Vorfertigung,Alle,3990,10,Nacht,22:00,06:00
2024-10-24,Montage B,B,1710,100,Früh,06:00,14:00
2024-10-25,Montage A,A,53,120,Früh,06:00,14:00
2024-10-25,Montage C,C,985,110,Nacht,22:00,06:00
2024-10-25,Vorfertigung,Alle,4150,10,Spät,14:00,22:00
2024-10-25,Montage B,B,2952,100,Spät,14:00,22:00
2024-10-26,Vorfertigung,Alle,3870,10,Früh,06:00,14:00
2024-10-26,Montage C,C,495,110,Nacht,22:00,06:00
2024-10-26,Montage B,B,3073,100,Nacht,22:00,06:00
2024-10-26,Montage A,A,582,120,Früh,06:00,14:00
2024-10-27,Vorfertigung,Alle,4280,10,Spät,14:00,22:00
2024-10-27,Montage B,B,256,100,Spät,14:00,22:00
2024-10-27,Montage C,C,1368,110,Spät,14:00,22:00
2024-10-27,Montage A,A,2246,120,Früh,06:00,14:00
2024-10-28,Montage C,C,9,110,Spät,14:00,22:00
2024-10-28,Vorfertigung,Alle,4340,10,Früh,06:00,14:00
2024-10-28,Montage A,A,4153,120,Früh,06:00,14:00
2024-10-28,Montage B,B,118,100,Nacht,22:00,06:00
2024-10-29,Montage C,C,2928,110,Spät,14:00,22:00
2024-10-29,Vorfertigung,Alle,4110,10,Früh,06:00,14:00
2024-10-29,Montage A,A,1206,120,Spät,14:00,22:00
2024-10-29,Montage B,B,206,100,Spät,14:00,22:00
2024-10-30,Montage A,A,3037,120,Nacht,22:00,06:00
2024-10-30,Montage C,C,370,110,Spät,14:00,22:00
2024-10-30,Vorfertigung,Alle,4530,10,Nacht,22:00,06:00
2024-10-30,Montage B,B,703,100,Früh,06:00,14:00
2024-10-31,Montage B,B,3123,100,Spät,14:00,22:00
2024-10-31,Montage A,A,1385,120,Früh,06:00,14:00
2024-10-31,Montage C,C,22,110,Spät,14:00,22:00
2024-10-31,Vorfertigung,Alle,3970,10,Früh,06:00,14:00
2024-11-01,Montage B,B,1321,100,Spät,14:00,22:00
2024-11-01,Vorfertigung,Alle,3930,10,Spät,14:00,22:00
2024-11-01,Montage C,C,1411,110,Spät,14:00,22:00
2024-11-01,Montage A,A,1238,120,Spät,14:00,22:00
2024-11-02,Montage C,C,232,110,Spät,14:00,22:00
2024-11-02,Vorfertigung,Alle,4270,10,Spät,14:00,22:00
2024-11-02,Montage A,A,670,120,Spät,14:00,22:00
2024-11-02,Montage B,B,3028,100,Spät,14:00,22:00
2024-11-03,Vorfertigung,Alle,4440,10,Spät,14:00,22:00
2024-11-03,Montage B,B,2447,100,Früh,06:00,14:00
2024-11-03,Montage A,A,259,120,Nacht,22:00,06:00
2024-11-03,Montage C,C,1564,110,Spät,14:00,22:00
2024-11-04,Montage B,B,2345,100,Nacht,22:00,06:00
2024-11-04,Vorfertigung,Alle,4570,10,Spät,14:00,22:00
2024-11-04,Montage C,C,1982,110,Spät,14:00,22:00
2024-11-04,Montage A,A,113,120,Früh,06:00,14:00
2024-11-05,Montage B,B,1955,100,Früh,06:00,14:00
2024-11-05,Vorfertigung,Alle,4140,10,Nacht,22:00,06:00
2024-11-05,Montage C,C,444,110,Früh,06:00,14:00
2024-11-05,Montage A,A,2171,120,Früh,06:00,14:00
2024-11-06,Montage B,B,1905,100,Nacht,22:00,06:00
2024-11-06,Montage A,A,887,120,Früh,06:00,14:00
2024-11-06,Montage C,C,1348,110,Spät,14:00,22:00
2024-11-06,Vorfertigung,Alle,4460,10,Nacht,22:00,06:00
2024-11-07,Vorfertigung,Alle,4240,10,Nacht,22:00,06:00
2024-11-07,Montage C,C,3192,110,Spät,14:00,22:00
2024-11-07,Montage B,B,89,100,Früh,06:00,14:00
2024-11-07,Montage A,A,1179,120,Nacht,22:00,06:00
2024-11-08,Montage C,C,1415,110,Nacht,22:00,06:00
2024-11-08,Vorfertigung,Alle,4210,10,Spät,14:00,22:00
2024-11-08,Montage B,B,1336,100,Spät,14:00,22:00
2024-11-08,Montage A,A,1489,120,Früh,06:00,14:00
2024-11-09,Montage A,A,3064,120,Nacht,22:00,06:00
2024-11-09,Vorfertigung,Alle,4430,10,Früh,06:00,14:00
2024-11-09,Montage C,C,254,110,Früh,06:00,14:00
2024-11-09,Montage B,B,892,100,Spät,14:00,22:00
2024-11-10,Montage A,A,1162,120,Nacht,22:00,06:00
2024-11-10,Montage B,B,1646,100,Nacht,22:00,06:00
2024-11-10,Montage C,C,1622,110,Nacht,22:00,06:00
2024-11-10,Vorfertigung,Alle,4390,10,Spät,14:00,22:00
2024-11-11,Vorfertigung,Alle,3940,10,Spät,14:00,22:00
2024-11-11,Montage C,C,1601,110,Spät,14:00,22:00
2024-11-11,Montage A,A,2544,120,Spät,14:00,22:00
2024-11-11,Montage B,B,245,100,Spät,14:00,22:00
2024-11-12,Vorfertigung,Alle,4560,10,Nacht,22:00,06:00
2024-11-12,Montage C,C,727,110,Früh,06:00,14:00
2024-11-12,Montage A,A,2387,120,Nacht,22:00,06:00
2024-11-12,Montage B,B,826,100,Früh,06:00,14:00
2024-11-13,Vorfertigung,Alle,4540,10,Spät,14:00,22:00
2024-11-13,Montage A,A,471,120,Früh,06:00,14:00
2024-11-13,Montage B,B,692,100,Nacht,22:00,06:00
2024-11-13,Montage C,C,3397,110,Nacht,22:00,06:00
2024-11-14,Montage C,C,846,110,Früh,06:00,14:00
2024-11-14,Montage B,B,2161,100,Spät,14:00,22:00
2024-11-14,Montage A,A,1533,120,Spät,14:00,22:00
2024-11-14,Vorfertigung,Alle,4140,10,Nacht,22:00,06:00
2024-11-15,Montage B,B,472,100,Früh,06:00,14:00
2024-11-15,Montage A,A,1646,120,Spät,14:00,22:00
2024-11-15,Montage C,C,2022,110,Spät,14:00,22:00
2024-11-15,Vorfertigung,Alle,4350,10,Nacht,22:00,06:00
2024-11-16,Montage A,A,1108,120,Spät,14:00,22:00
2024-11-16,Vorfertigung,Alle,4370,10,Früh,06:00,14:00
2024-11-16,Montage C,C,2081,110,Nacht,22:00,06:00
2024-11-16,Montage B,B,1161,100,Nacht,22:00,06:00
2024-11-17,Montage C,C,1669,110,Früh,06:00,14:00
2024-11-17,Montage A,A,2638,120,Nacht,22:00,06:00
2024-11-17,Vorfertigung,Alle,4330,10,Spät,14:00,22:00
2024-11-17,Montage B,B,63,100,Spät,14:00,22:00
2024-11-18,Montage A,A,1569,120,Früh,06:00,14:00
2024-11-18,Montage B,B,2661,100,Spät,14:00,22:00
2024-11-18,Montage C,C,100,110,Früh,06:00,14:00
2024-11-18,Vorfertigung,Alle,4170,10,Früh,06:00,14:00
2024-11-19,Montage C,C,216,110,Spät,14:00,22:00
2024-11-19,Montage A,A,1341,120,Früh,06:00,14:00
2024-11-19,Montage B,B,2613,100,Spät,14:00,22:00
2024-11-19,Vorfertigung,Alle,4150,10,Nacht,22:00,06:00
2024-11-20,Montage A,A,823,120,Nacht,22:00,06:00
2024-11-20,Vorfertigung,Alle,4290,10,Früh,06:00,14:00
2024-11-20,Montage B,B,3191,100,Spät,14:00,22:00
2024-11-20,Montage C,C,136,110,Spät,14:00,22:00
2024-11-21,Montage B,B,744,100,Nacht,22:00,06:00
2024-11-21,Montage C,C,1504,110,Nacht,22:00,06:00
2024-11-21,Montage A,A,2042,120,Spät,14:00,22:00
2024-11-21,Vorfertigung,Alle,4530,10,Früh,06:00,14:00
2024-11-22,Montage A,A,2100,120,Nacht,22:00,06:00
2024-11-22,Montage B,B,1211,100,Früh,06:00,14:00
2024-11-22,Montage C,C,1219,110,Früh,06:00,14:00
2024-11-22,Vorfertigung,Alle,4410,10,Nacht,22:00,06:00
2024-11-23,Vorfertigung,Alle,4230,10,Früh,06:00,14:00
2024-11-23,Montage C,C,3513,110,Früh,06:00,14:00
2024-11-23,Montage B,B,661,100,Spät,14:00,22:00
2024-11-23,Montage A,A,236,120,Früh,06:00,14:00
2024-11-24,Vorfertigung,Alle,4460,10,Spät,14:00,22:00
2024-11-24,Montage A,A,1816,120,Nacht,22:00,06:00
2024-11-24,Montage C,C,983,110,Nacht,22:00,06:00
2024-11-24,Montage B,B,1431,100,Spät,14:00,22:00
2024-11-25,Montage C,C,1994,110,Nacht,22:00,06:00
2024-11-25,Vorfertigung,Alle,3740,10,Früh,06:00,14:00
2024-11-25,Montage A,A,630,120,Früh,06:00,14:00
2024-11-25,Montage B,B,1836,100,Früh,06:00,14:00
2024-11-26,Montage B,B,1522,100,Nacht,22:00,06:00
2024-11-26,Vorfertigung,Alle,4540,10,Früh,06:00,14:00
2024-11-26,Montage A,A,605,120,Nacht,22:00,06:00
2024-11-26,Montage C,C,1613,110,Früh,06:00,14:00
2024-11-27,Montage C,C,3031,110,Spät,14:00,22:00
2024-11-27,Vorfertigung,Alle,3970,10,Nacht,22:00,06:00
2024-11-27,Montage B,B,750,100,Nacht,22:00,06:00
2024-11-27,Montage A,A,759,120,Früh,06:00,14:00
2024-11-28,Montage A,A,1413,120,Nacht,22:00,06:00
2024-11-28,Montage C,C,2223,110,Nacht,22:00,06:00
2024-11-28,Vorfertigung,Alle,4250,10,Spät,14:00,22:00
2024-11-28,Montage B,B,334,100,Spät,14:00,22:00
2024-11-29,Montage A,A,3339,120,Früh,06:00,14:00
2024-11-29,Montage C,C,478,110,Spät,14:00,22:00
2024-11-29,Vorfertigung,Alle,4100,10,Früh,06:00,14:00
2024-11-29,Montage B,B,433,100,Früh,06:00,14:00
2024-11-30,Montage A,A,513,120,Früh,06:00,14:00
2024-11-30,Vorfertigung,Alle,4070,10,Nacht,22:00,06:00
2024-11-30,Montage C,C,1523,110,Spät,14:00,22:00
2024-11-30,Montage B,B,2064,100,Früh,06:00,14:00
2024-12-01,Montage C,C,2322,110,Spät,14:00,22:00
2024-12-01,Montage B,B,1437,100,Früh,06:00,14:00
2024-12-01,Montage A,A,311,120,Spät,14:00,22:00
2024-12-01,Vorfertigung,Alle,4560,10,Spät,14:00,22:00
2024-12-02,Montage A,A,1110,120,Früh,06:00,14:00
2024-12-02,Vorfertigung,Alle,4240,10,Nacht,22:00,06:00
2024-12-02,Montage C,C,3108,110,Spät,14:00,22:00
2024-12-02,Montage B,B,342,100,Nacht,22:00,06:00
2024-12-03,Montage A,A,977,120,Nacht,22:00,06:00
2024-12-03,Montage B,B,1572,100,Früh,06:00,14:00
2024-12-03,Montage C,C,1691,110,Früh,06:00,14:00
2024-12-03,Vorfertigung,Alle,4410,10,Früh,06:00,14:00
2024-12-04,Montage A,A,2098,120,Spät,14:00,22:00
2024-12-04,Montage B,B,879,100,Früh,06:00,14:00
2024-12-04,Montage C,C,1433,110,Früh,06:00,14:00
2024-12-04,Vorfertigung,Alle,4330,10,Spät,14:00,22:00
2024-12-05,Montage C,C,573,110,Spät,14:00,22:00
2024-12-05,Montage A,A,507,120,Früh,06:00,14:00
2024-12-05,Montage B,B,3250,100,Früh,06:00,14:00
2024-12-05,Vorfertigung,Alle,4440,10,Früh,06:00,14:00
2024-12-06,Montage A,A,3348,120,Früh,06:00,14:00
